chr,start,end,name,chrTSS,startTSS,endTSS,TargetGene,ReferenceID,CellType,EffectSize,pValueAdjusted,Significant,PowerAtEffectSize25,PowerAtEffectSize10,PowerAtEffectSize15,PowerAtEffectSize20,PowerAtEffectSize50,distanceToTSS,numTSSEnhGene,numCandidateEnhGene,normalizedDNase_enh,normalizedDNase_prom,numNearbyEnhancers,sumNearbyEnhancers,ubiquitousExpressedGene,3DContact,3DContact_squared,normalizedDNase_enh_squared,ABC.Score
chr4,176290445,176290945,SPCS3|chr4:177211596-177212096:.,chr4,176319964.0,176319965.0,SPCS3,2f957f7a,K562,-0.103943405,0.02028172,True,0.9,0.45,0.7,0.75,1.0,29196.0,1,3,4.55712,0.797905,30,27.06672,1,1965.764046,3864228.285,20.76734269,0.022602
chr13,42259456,42260210,AKAP11|chr13:42833592-42834346:.,chr13,42272153.0,42272154.0,AKAP11,2f957f7a,K562,-0.095069502,1.62e-07,True,0.75,0.25,0.35,0.55,1.0,12401.0,1,3,6.021781,0.758565,70,116.0642,0,2068.318027,4277939.461,36.26184641,0.033933
chr1,25933351,25933954,STMN1|chr1:26259842-26260445:.,chr1,25906990.0,25906991.0,STMN1,2f957f7a,K562,-0.122234976,4.58e-06,True,1.0,0.5,0.85,1.0,1.0,27373.5,1,7,17.6722,0.862141,0,0.0,0,2003.162149,4012658.595,312.3066528,0.018962
chr17,32896587,32897843,TMEM98|chr17:31223605-31224861:.,chr17,32927910.0,32927911.0,TMEM98,2f957f7a,K562,-0.082661461,0.000503,True,0.95,0.45,0.7,0.8,1.0,30295.0,1,7,19.068325,0.445611,208,902.330832,0,1332.315126,1775063.595,363.6010183,0.053319
chr10,70667141,70667813,ADAMTS14|chr10:72426897-72427569:.,chr10,70672803.0,70672804.0,ADAMTS14,2f957f7a,K562,-0.043139813,3.48e-06,True,0.1,0.0,0.0,0.0,0.6,5101.0,1,2,32.244064,0.645263,328,1996.468432,0,14613.84596,213564493.8,1039.679663,0.314189
chr19,12784451,12784971,PRDX2|chr19:12895265-12895785:*,chr19,12801858.0,12801859.0,PRDX2,39b33148,K562,-0.073159699,5.43e-05,True,1.0,,,,,17178.0,2,7,9.806487,0.599511,678,4593.845726,0,2545.734094,6480762.077,96.16718728,0.013858
chr2,171513390,171514183,CYBRD1|chr2:172369900-172370693:.,chr2,171522247.0,171522248.0,CYBRD1,2f957f7a,K562,-0.080376598,2.02e-05,True,0.95,0.35,0.6,0.8,1.0,8456.0,1,4,7.765886,0.706111,114,299.555064,0,3928.794874,15435429.16,60.30898536,0.037763
chr17,78258528,78259028,SOCS3|chr17:76254609-76255109:.,chr17,78360076.0,78360077.0,SOCS3,2f957f7a,K562,-0.042177892,0.000132,True,0.4,0.05,0.1,0.25,0.9,101293.0,2,25,10.889112,0.91457,704,5093.534336,0,1334.923277,1782020.155,118.5727601,0.011609
chr1,202075920,202076599,ELF3|chr1:202045048-202045727:.,chr1,202007945.0,202007946.0,ELF3,2f957f7a,K562,-0.018049607,0.023159846,True,0.0,0.0,0.0,0.0,0.05,65658.0,1,14,5.966147,0.385222,87,739.587957,0,1676.896376,2811981.456,35.59491003,0.010492
chr11,61834595,61834918,FADS1|chr11:61602067-61602390:*,chr11,61829317.0,61829318.0,FADS1,8229577f,K562,-0.580721711,1.37e-25,True,,,,,,17751.0,2,1,27.968225,0.827954,0,0.0,0,4115.728853,16939223.99,782.2216097,0.056055
chr18,50425136,50425636,SKA1|chr18:47951506-47952006:.,chr18,50374995.0,50374996.0,SKA1,2f957f7a,K562,-0.085306563,1.61e-06,True,0.7,0.3,0.55,0.55,1.0,50292.0,1,5,10.590606,0.730669,33,46.860726,0,1111.470513,1235366.701,112.1609354,0.043624
chr2,219661173,219662525,CHPF|chr2:220525895-220527247:.,chr2,219543786.0,219543787.0,CHPF,2f957f7a,K562,-0.048060185,0.033699388,True,1.0,0.6,0.75,0.9,1.0,118042.0,6,16,8.247991,0.87627,268,382.82862,0,1241.164449,1540489.189,68.02935554,0.009025
chr19,12847511,12848011,KLF1|chr19:12958325-12958825:*,chr19,12887198.0,12887199.0,KLF1,39b33148,K562,-0.05778445,2.86e-06,True,1.0,,,,,39463.0,2,8,6.85692,0.743492,0,0.0,0,1084.114249,1175303.705,47.01735189,0.002623
chrX,55028229,55028268,ALAS2|chrX:55054662-55054701:*,chrX,55031063.0,55031064.0,ALAS2,651e9a49,K562,-0.93,,True,0.999983164,,,,,2839.0,1,1,15.160285,0.514129,74,165.945148,0,6760.924041,45710093.89,229.8342413,0.309438
chr1,203005609,203006109,TMEM183A|chr1:202974737-202975237:.,chr1,203007386.0,203007387.0,TMEM183A,2f957f7a,K562,-0.106355272,1.22e-07,True,0.95,0.7,0.8,0.9,1.0,1506.0,3,1,7.295008,0.918417,90,1892.11293,1,18187.54058,330786632.4,53.21714172,0.107054
chr1,207746272,207746873,CD46|chr1:207919617-207920218:.,chr1,207752057.0,207752058.0,CD46,2f957f7a,K562,-0.075011423,0.000394,True,1.0,0.4,0.8,0.9,1.0,5536.0,1,2,8.561744,0.949047,174,958.150575,0,11285.05185,127352395.3,73.30346032,0.074263
chrX,49167166,49167746,PLP2|chrX:49023505-49024085:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,-0.3785924,1.1e-121,True,1.0,,,,,4470.5,1,2,10.188083,0.526977,480,3068.94944,0,7601.515627,57783039.83,103.7970352,0.052752
chr4,74330103,74330893,EREG|chr4:75195820-75196610:.,chr4,74365143.0,74365144.0,EREG,2f957f7a,K562,-0.045977268,0.008248041,True,0.3,0.05,0.1,0.25,0.85,34684.0,1,7,4.955162,0.587922,126,196.470834,0,1089.588146,1187202.328,24.55363045,0.013161
chr2,230659153,230659653,CAB39|chr2:231523868-231524368:.,chr2,230712845.0,230712846.0,CAB39,2f957f7a,K562,-0.123099786,4.66e-05,True,0.65,0.3,0.3,0.5,1.0,54380.0,2,8,14.576618,0.668562,70,219.844485,1,1334.765861,1781599.904,212.4777923,0.041771
chr8,55853158,55854232,LYN|chr8:56765717-56766791:.,chr8,55879813.0,55879814.0,LYN,2f957f7a,K562,-0.084898017,1.58e-07,True,0.95,0.3,0.7,0.9,1.0,26440.0,1,7,8.501011,0.647876,46,603.193906,0,2654.018896,7043816.3,72.26718802,0.040699
chr17,80254696,80255316,RNF213|chr17:78228495-78229115:.,chr17,80260866.0,80260867.0,RNF213,2f957f7a,K562,-0.07827645,1.05e-06,True,1.0,0.3,0.55,0.95,1.0,5884.0,1,2,10.188083,0.524388,149,572.100102,0,3149.45737,9919081.725,103.7970352,0.034377
chr5,53120100,53120600,MOCS2|chr5:52415930-52416430:.,chr5,53110062.0,53110063.0,MOCS2,2f957f7a,K562,-0.149558562,1.64e-09,True,0.7,0.35,0.5,0.6,1.0,10596.0,2,2,1.718913,0.726314,24,76.00644,0,1663.407324,2766923.926,2.954661902,0.008626
chr2,43177675,43178648,ZFP36L2|chr2:43404814-43405787:.,chr2,43226608.0,43226609.0,ZFP36L2,2f957f7a,K562,-0.078931757,0.006369538,True,1.0,0.4,0.75,0.85,1.0,47604.0,1,18,15.7766965,0.883746,43,1066.933415,0,1674.391725,2803592.772,330.5481806,0.037582
chr3,120571951,120572451,GSK3B|chr3:120290798-120291298:.,chr3,120094416.0,120094417.0,GSK3B,2f957f7a,K562,-0.011505043,0.049350495,True,0.45,0.25,0.25,0.4,1.0,477755.0,4,16,1.536336,0.898964,135,147.02868,1,221.399502,49017.73949,2.360328305,0.000361
chr10,73991727,73992227,VCL|chr10:75751485-75751985:.,chr10,73995193.0,73995194.0,VCL,2f957f7a,K562,-0.068805347,0.014087574,True,0.9,0.2,0.5,0.7,1.0,6115.0,1,2,7.430035,0.939514,144,842.468184,0,13601.40007,184998083.8,55.2054201,0.068454
chr3,14232367,14233112,SLC6A6|chr3:14273867-14274612:.,chr3,14402576.0,14402577.0,SLC6A6,2f957f7a,K562,-0.052419206,2.32e-07,True,0.9,0.0,0.35,0.55,1.0,169651.0,2,41,77.881134,0.832212,0,0.0,0,1161.387979,1348822.038,6065.471033,0.072592
chr9,97960769,97961269,HEMGN|chr9:100723051-100723551:.,chr9,97944855.0,97944856.0,HEMGN,2f957f7a,K562,-0.223206226,5.9e-11,True,0.8,0.45,0.6,0.7,1.0,16075.0,1,3,21.708169,0.464821,57,184.11171,0,2124.125742,4511910.168,471.2446013,0.039456
chr4,55729466,55730962,NMU|chr4:56595633-56597129:.,chr4,55636697.0,55636698.0,NMU,2f957f7a,K562,-0.61108179,0.0,True,1.0,0.8,0.95,1.0,1.0,93716.0,1,14,9.8998815,0.598229,58,606.950077,0,764.556747,584547.2315,126.5527542,0.028884
chr12,33588022,33588689,SYT10|chr12:33740957-33741624:.,chr12,33439818.0,33439819.0,SYT10,2f957f7a,K562,-0.111998717,5.17e-33,True,0.55,0.0,0.2,0.25,1.0,148573.0,1,4,19.722509,0.545292,0,0.0,0,593.367153,352084.5783,388.9773613,0.052721
chr11,33944736,33945236,APIP|chr11:33966283-33966783:.,chr11,34916498.0,34916499.0,APIP,2f957f7a,K562,-0.083740582,0.000419,True,1.0,0.6,0.85,0.95,1.0,971465.0,8,96,26.460732,0.907553,70,536.965275,0,151.404357,22923.27932,700.170338,0.006287
chr19,6674793,6675293,NRTN|chr19:6674804-6675304:.,chr19,5823802.0,5823803.0,NRTN,2f957f7a,K562,-0.008432478,0.00098,True,0.05,0.0,0.0,0.05,0.15,851224.0,28,111,9.198985,0.464821,470,1194.93505,0,147.723345,21822.18666,84.62132503,0.001094
chrX,12946730,12947650,TMSB4X|chrX:12964849-12965769:.,chrX,12975108.0,12975109.0,TMSB4X,2f957f7a,K562,-0.257726586,2.8899999999999995e-23,True,1.0,0.5,0.8,0.95,1.0,27921.0,1,10,11.6921,0.84789,80,874.07684,0,1330.926751,1771366.017,136.7052024,0.022125
chrX,12956805,12957305,TMSB4X|chrX:12974924-12975424:.,chrX,12975108.0,12975109.0,TMSB4X,2f957f7a,K562,-0.636701748,8.29e-231,True,0.95,0.6,0.8,0.9,1.0,18055.0,1,6,12.937707,0.84789,80,932.55844,0,1499.052334,2247157.9,167.3842624,0.027575
chr17,57851171,57852134,MRPS23|chr17:55928532-55929495:.,chr17,57850055.0,57850056.0,MRPS23,2f957f7a,K562,-0.080273314,0.009777403,True,1.0,0.75,0.9,1.0,1.0,1648.5,1,1,6.189533,0.906586,116,1247.690084,1,18487.21282,341777037.9,38.31031876,0.105188
chr19,2059459,2060334,DAZAP1|chr19:2059458-2060333:.,chr19,1407569.0,1407570.0,DAZAP1,2f957f7a,K562,-0.057245318,0.030809023,True,1.0,0.8,1.0,1.0,1.0,652349.5,24,98,13.340218,0.930659,364,7737.220946,0,218.855293,47897.63927,177.9614163,0.001357
chr22,29195544,29196468,EMID1|chr22:29591532-29592456:.,chr22,29205851.0,29205852.0,EMID1,2f957f7a,K562,-0.021641329,0.041827778,True,0.25,0.0,0.05,0.15,0.8,9975.0,1,3,7.48115,0.475564,146,184.776432,0,3591.893789,12901700.99,55.96760532,0.078554
chr11,86151226,86151726,PICALM|chr11:85862268-85862768:.,chr11,86069881.0,86069882.0,PICALM,2f957f7a,K562,-0.128419944,4.6e-13,True,0.95,0.6,0.85,0.85,1.0,82415.0,1,19,19.722509,0.983258,26,193.18091,0,2092.070442,4376758.734,388.9773613,0.028017
chr11,86134577,86135528,PICALM|chr11:85845619-85846570:.,chr11,86069881.0,86069882.0,PICALM,2f957f7a,K562,-0.082309411,0.005804741,True,1.0,0.75,0.85,0.95,1.0,65932.0,1,14,12.226968,0.983258,26,35.365278,0,1595.066628,2544237.548,149.4987465,0.013243
chr5,133930196,133931107,DDX46|chr5:133265887-133266798:.,chr5,134758771.0,134758772.0,DDX46,2f957f7a,K562,-0.089259721,0.015417125,True,1.0,0.65,0.8,0.95,1.0,828379.5,16,70,6.248934,0.776977,69,1096.709736,0,102.424378,10490.75321,39.04917614,0.000882
chr18,9868423,9870282,VAPA|chr18:9868420-9870279:.,chr18,9914002.0,9914003.0,VAPA,2f957f7a,K562,-0.086507412,0.000191,True,1.0,0.75,0.95,1.0,1.0,43965.0,2,10,20.910421,0.986742,36,76.815072,1,1556.065515,2421339.887,437.2457064,0.018895
chr14,20820431,20821091,RNASE1|chr14:21288590-21289250:.,chr14,20803277.0,20803278.0,RNASE1,2f957f7a,K562,-0.067342681,0.042651505,True,0.6,0.15,0.3,0.45,1.0,17508.0,1,4,5.194579,0.4895,180,155.23632,0,2544.039568,6472137.324,26.98365099,0.022826
chr10,92757079,92757579,HHEX|chr10:94516836-94517336:.,chr10,92689951.0,92689952.0,HHEX,2f957f7a,K562,-0.164521459,3.68e-12,True,0.95,0.3,0.6,0.85,1.0,66962.5,1,11,19.541808,0.55676,64,245.734272,0,1790.817477,3207027.236,381.8822599,0.071956
chr17,40816451,40817141,KRT10|chr17:38972703-38973393:.,chr17,40822594.0,40822595.0,KRT10,2f957f7a,K562,-0.118710993,0.013988781,True,0.9,0.65,0.7,0.9,1.0,5875.0,2,2,2.810231,0.477838,352,1801.901728,0,9011.406775,81205452.06,7.897398273,0.026536
chr11,5280486,5280986,HBD|chr11:5301716-5302216:.,chr11,5235369.0,5235370.0,HBD,2f957f7a,K562,-0.069014824,5.25e-07,True,0.85,0.35,0.65,0.65,1.0,46140.0,6,13,33.366261,0.54955,259,3367.852475,0,1254.780367,1574473.769,1113.307373,0.068785
chr6,37183271,37183514,PIM1|chr6:37151047-37151290:*,chr6,37170203.0,37170204.0,PIM1,8229577f,K562,-0.888781235,3.92e-09,True,,,,,,13111.5,1,4,43.337774,0.989113,238,2012.371904,0,3811.533943,14527791.0,1878.162655,0.064071
chrX,49177416,49177916,PLP2|chrX:49033765-49034265:*,chrX,49171926.0,49171927.0,PLP2,39b33148,K562,-0.05405489,0.039258447,True,1.0,,,,,5796.0,1,3,4.782327,0.526977,240,1747.98744,0,8182.179972,66948069.09,22.87065153,0.026654
chrX,12950803,12951303,TMSB4X|chrX:12968922-12969422:.,chrX,12975108.0,12975109.0,TMSB4X,2f957f7a,K562,-0.200903054,2.23e-07,True,0.95,0.3,0.6,0.8,1.0,24039.0,1,8,6.691636,0.84789,120,1666.6134,0,1697.799385,2882522.752,44.77799236,0.016153
chr2,144582296,144583209,ZEB2|chr2:145339863-145340776:.,chr2,144524582.0,144524583.0,ZEB2,2f957f7a,K562,-0.064523352,0.003081946,True,0.9,0.45,0.6,0.8,1.0,62562.0,3,11,28.130972,0.762291,10,81.44708,0,934.271207,872862.6882,791.3515857,0.033625
chrX,134981877,134982377,SMIM10|chrX:134115907-134116407:.,chrX,134990938.0,134990939.0,SMIM10,2f957f7a,K562,-0.1179486,6.73e-08,True,0.85,0.3,0.6,0.7,1.0,8791.0,1,2,7.430035,0.78409,46,92.804724,0,2479.966958,6150236.113,55.2054201,0.038236
chr11,5288035,5288555,HBE1|chr11:5309265-5309785:*,chr11,5505651.0,5505652.0,HBE1,ac8d234e,K562,-0.46675139,9.580000000000001e-31,True,0.999999301,,,,,18120.0,1,4,9.541174,0.582261,257,2347.316075,0,3286.476217,10800925.92,91.0340013,0.035397
chr11,33944736,33945236,CAT|chr11:33966283-33966783:.,chr11,34438925.0,34438926.0,CAT,2f957f7a,K562,-0.152135032,2.0800000000000004e-27,True,1.0,0.65,0.75,0.95,1.0,493978.0,4,41,26.460732,0.974039,70,536.965275,0,404.128715,163320.0183,700.170338,0.010375
chr12,12353671,12354299,MANSC1|chr12:12506605-12507233:.,chr12,12350540.0,12350541.0,MANSC1,2f957f7a,K562,-0.025506103,0.010101461,True,0.25,0.15,0.1,0.15,0.7,3829.0,1,1,8.144708,0.520444,92,595.341338,0,20545.69168,422125446.4,66.33626841,0.294338
chr11,33944736,33945236,NAT10|chr11:33966283-33966783:.,chr11,34105602.0,34105603.0,NAT10,2f957f7a,K562,-0.045923007,0.017704326,True,1.0,0.2,0.45,0.7,1.0,160617.0,2,17,26.460732,0.924102,70,536.965275,1,371.824092,138253.1554,700.170338,0.011115
chr7,106978516,106979016,PRKAR2B|chr7:106618961-106619461:.,chr7,107044649.0,107044650.0,PRKAR2B,2f957f7a,K562,-0.148649727,3.44e-17,True,1.0,0.45,0.7,0.9,1.0,65964.0,1,22,21.367414,0.867609,82,445.431462,0,1339.473934,1794190.42,456.566381,0.019877
chr15,72237366,72237866,PKM|chr15:72529707-72530207:.,chr15,72231821.0,72231822.0,PKM,2f957f7a,K562,-0.291802694,8.16e-10,True,0.65,0.2,0.35,0.55,1.0,5993.0,1,1,12.748237,0.839543,0,0.0,0,11858.14408,140615580.9,162.5175466,0.124045
chr11,86175661,86176963,PICALM|chr11:85886703-85888005:.,chr11,86069881.0,86069882.0,PICALM,2f957f7a,K562,-0.131671679,6.12e-10,True,1.0,0.6,0.85,1.0,1.0,107195.5,1,27,17.738444,0.983258,104,481.4576,0,2706.652331,7325966.841,314.6523955,0.032601
chr7,44995065,44995565,SNHG15|chr7:45034664-45035164:.,chr7,44986960.0,44986961.0,SNHG15,2f957f7a,K562,-0.072356457,0.037710061,True,1.0,0.7,0.85,1.0,1.0,8656.0,1,3,11.301374,0.844551,78,1065.466857,0,6970.904702,48593512.36,127.7210543,0.07615
chr8,55847774,55848651,LYN|chr8:56760333-56761210:.,chr8,55879813.0,55879814.0,LYN,2f957f7a,K562,-0.063893716,9.56e-05,True,1.0,0.35,0.85,1.0,1.0,31606.5,1,9,15.049281,0.647876,69,525.423201,0,2512.683601,6313578.879,226.4808586,0.068212
chr6,34223553,34224454,HMGA1|chr6:34191330-34192231:.,chr6,34236873.0,34236874.0,HMGA1,2f957f7a,K562,-0.109032042,0.00116451,True,0.95,0.65,0.8,0.85,1.0,12895.0,1,2,18.900905,0.799889,0,0.0,0,4848.550327,23508440.27,357.2442098,0.045627
chr19,555793,556394,BSG|chr19:555793-556394:.,chr19,571277.0,571278.0,BSG,2f957f7a,K562,-0.229334943,5.7900000000000005e-27,True,0.95,0.75,0.85,0.95,1.0,16323.0,1,4,31.125283,0.959378,300,1215.50625,0,4834.636563,23373710.7,968.7832418,0.052883
chr18,9876828,9877738,RAB31|chr18:9876825-9877735:.,chr18,9708165.0,9708166.0,RAB31,2f957f7a,K562,-0.051632821,9.14e-06,True,0.55,0.0,0.25,0.4,1.0,169160.0,1,36,34.247988,0.596971,0,0.0,0,802.092122,643351.7722,1172.924682,0.032869
chr14,91267362,91267862,GPR68|chr14:91733706-91734206:.,chr14,91253924.0,91253925.0,GPR68,2f957f7a,K562,-0.026086729,0.030869842,True,0.0,0.0,0.0,0.0,0.0,13752.0,1,6,2.017494,0.45345,144,477.882528,0,3051.722035,9313007.379,4.07028204,0.017684
chr3,150729561,150730061,SIAH2|chr3:150447348-150447848:.,chr3,150763476.0,150763477.0,SIAH2,2f957f7a,K562,-0.077324492,0.00066,True,0.8,0.6,0.6,0.75,1.0,33655.0,2,9,6.85692,0.727523,96,797.902608,0,2338.286841,5467585.351,47.01735189,0.022581
chr2,8536470,8537291,ID2|chr2:8676600-8677421:.,chr2,8678845.0,8678846.0,ID2,2f957f7a,K562,-0.126707706,3.71e-06,True,0.75,0.15,0.25,0.45,1.0,145489.0,3,20,2.625646,0.809373,70,102.09731,0,1409.534264,1986786.841,6.894016917,0.004682
chr20,4082440,4083947,RNF24|chr20:4063087-4064594:.,chr20,4015581.0,4015582.0,RNF24,2f957f7a,K562,-0.074925508,0.000117,True,0.7,0.3,0.35,0.65,1.0,67748.5,1,13,11.469993,0.671126,64,210.887488,0,3513.998893,12348188.22,131.5607394,0.058125
chr6,42197508,42198387,MRPS10|chr6:42165246-42166125:.,chr6,42217864.0,42217865.0,MRPS10,2f957f7a,K562,-0.130695792,2.24e-06,True,1.0,0.4,0.75,1.0,1.0,19938.5,1,3,28.259483,0.861294,180,3340.00719,1,1706.710125,2912859.451,798.5983794,0.035994
chr7,106979031,106979531,PRKAR2B|chr7:106619476-106619976:.,chr7,107044649.0,107044650.0,PRKAR2B,2f957f7a,K562,-0.117851349,5.9e-06,True,0.8,0.25,0.5,0.65,1.0,65451.0,1,21,4.955162,0.867609,82,1118.333794,0,1337.861979,1789874.675,24.55363045,0.004604
chr11,125551610,125552466,FEZ1|chr11:125421506-125422362:.,chr11,125496316.0,125496317.0,FEZ1,2f957f7a,K562,-0.086511971,7.55e-10,True,0.85,0.3,0.65,0.85,1.0,55596.0,1,4,7.48115,0.408279,92,919.839644,0,1135.016445,1288262.33,55.96760532,0.021666
chr17,32893739,32895015,TMEM98|chr17:31220757-31222033:*,chr17,32927910.0,32927911.0,TMEM98,13ac4f71,K562,-0.329,,True,0.826891353,,,,,33454.0,1,8,6.421532,0.445611,208,2217.597304,0,1208.55485,1460604.825,41.23607323,0.016288
chr19,48962248,48962768,FTL|chr19:49465505-49466025:*,chr19,48965301.0,48965302.0,FTL,39b33148,K562,-0.66860003,1.31e-175,True,1.0,,,,,2795.0,1,2,10.743244,0.923014,804,10181.92836,0,7567.462355,57266486.49,115.4172916,0.027974
chr11,60193546,60195055,MS4A4A|chr11:59961019-59962528:.,chr11,60280541.0,60280542.0,MS4A4A,2f957f7a,K562,-0.011427632,0.009585685,True,0.0,0.0,0.0,0.0,0.35,86271.5,1,6,4.891731,0.33393,160,284.34288,0,660.975519,436888.6367,23.92903218,0.01689
chr11,65928038,65928538,DRAP1|chr11:65695509-65696009:.,chr11,65919257.0,65919258.0,DRAP1,2f957f7a,K562,-0.096943102,1.5e-05,True,1.0,0.6,0.85,0.95,1.0,8865.0,2,1,2.075809,0.881496,454,625.763182,1,2653.143682,7039171.397,4.308983004,0.002694
chr4,78691924,78692710,BMP2K|chr4:79613078-79613864:.,chr4,78776342.0,78776343.0,BMP2K,2f957f7a,K562,-0.134604334,5.51e-08,True,0.75,0.2,0.4,0.6,1.0,84211.0,1,15,29.171913,0.758565,153,528.359082,0,1536.764123,2361643.97,851.0005081,0.053755
chr17,44288325,44288825,SLC25A39|chr17:42365693-42366193:.,chr17,44324869.0,44324870.0,SLC25A39,2f957f7a,K562,-0.245635279,1.01e-32,True,1.0,0.35,0.75,0.95,1.0,36267.0,3,6,33.473137,0.743492,184,606.301528,0,1582.13083,2503137.963,1120.450901,0.040652
chr4,122749336,122750464,FGF2|chr4:123670491-123671619:.,chr4,122826708.0,122826709.0,FGF2,2f957f7a,K562,-0.032262909,5.68e-05,True,0.2,0.05,0.1,0.1,0.5,76758.5,1,18,8.301755,0.493927,46,73.486748,0,1006.640489,1013325.074,68.91913608,0.019538
chr1,161502961,161503461,FCGR2A|chr1:161472751-161473251:.,chr1,161505430.0,161505431.0,FCGR2A,2f957f7a,K562,-0.029700716,0.014324915,True,0.1,0.05,0.05,0.1,1.0,2222.0,1,1,6.367063,0.632488,280,1154.93177,0,12734.23177,162160658.7,40.53949125,0.105255
chr6,14108205,14109346,CD83|chr6:14108436-14109577:.,chr6,14117256.0,14117257.0,CD83,2f957f7a,K562,-0.028502713,0.025673906,True,0.25,0.05,0.1,0.15,0.9,8713.0,1,2,11.04052,0.502565,37,187.660337,0,3696.173845,13661701.09,121.8930819,0.052467
chrX,48782964,48783085,HDAC6|chrX:48641372-48641493:*,chrX,48801377.0,48801378.0,HDAC6,0c4fc18d,K562,-0.42,,True,1.0,,,,,18959.0,2,6,33.125791,0.999613,160,1007.10072,1,794.5749,631349.2717,1097.318029,0.009384
chr3,120571951,120572451,NDUFB4|chr3:120290798-120291298:.,chr3,120596309.0,120596310.0,NDUFB4,2f957f7a,K562,-0.132285176,0.000226,True,0.95,0.45,0.75,0.95,1.0,24108.0,1,1,1.536336,0.758565,135,147.02868,1,1726.554239,2980989.54,2.360328305,0.007149
chr8,129689879,129692379,MYC|chr8:130702125-130704625:*,chr8,127735434.0,127735435.0,MYC,0c4fc18d,K562,-0.09262528,6.63e-07,True,1.0,,,,,1953591.0,7,213,9.670478333,0.826261,95,994.360079,0,603.8845163,379592.4277,99.18090538,0.02106
chrX,48782818,48783318,CCDC22|chrX:48641226-48641726:.,chrX,49235467.0,49235468.0,CCDC22,2f957f7a,K562,-0.038998672,0.001046188,True,1.0,0.15,0.55,0.8,1.0,452410.0,23,61,33.125791,0.628254,160,1007.10072,1,149.258599,22278.12938,1097.318029,0.004772
chr11,61841784,61841802,FADS1|chr11:61609256-61609274:*,chr11,61829317.0,61829318.0,FADS1,8229577f,K562,-0.265317927,0.0065232,True,,,,,,24995.5,2,2,15.201464,0.827954,0,0.0,0,2357.218661,5556479.816,231.0845077,0.01745
chr3,171470702,171471405,TNIK|chr3:171188491-171189194:.,chr3,171460407.0,171460408.0,TNIK,2f957f7a,K562,-0.081695166,3.72e-07,True,0.6,0.15,0.3,0.55,1.0,10516.0,1,4,13.62669,0.904457,44,70.330986,0,3717.372687,13818859.69,185.6866804,0.059185
chr19,2059459,2060334,MBD3|chr19:2059458-2060333:.,chr19,1592800.0,1592801.0,MBD3,2f957f7a,K562,-0.051968149,0.000646,True,0.9,0.3,0.6,0.85,1.0,467156.5,15,71,13.340218,0.80255,364,7737.220946,0,281.059513,78994.44985,177.9614163,0.002126
chr11,61871048,61871769,FADS1|chr11:61638520-61639241:.,chr11,61829317.0,61829318.0,FADS1,2f957f7a,K562,-0.06978519,0.024863105,True,0.95,0.55,0.85,0.95,1.0,54263.0,2,9,7.828138,0.827954,448,3552.63552,0,2109.808098,4451290.21,61.27974455,0.008043
chr8,129689337,129689837,CCDC26|chr8:130701583-130702083:.,chr8,129680238.0,129680239.0,CCDC26,2f957f7a,K562,-0.068584558,0.011370837,True,0.65,0.2,0.35,0.5,1.0,114641.0,1,14,12.624946,0.700305,76,811.631151,0,480.777494,231146.9987,159.3892615,0.006747
chr10,12265775,12266275,SEC61A2|chr10:12307774-12308274:.,chr10,12129637.0,12129638.0,SEC61A2,2f957f7a,K562,-0.001270333,0.010791652,True,0.0,0.0,0.0,0.0,0.1,136237.0,3,9,9.100181,0.703039,66,201.106983,0,248.246478,61626.31384,82.81329423,0.004545
chr7,106979629,106980464,PRKAR2B|chr7:106620074-106620909:.,chr7,107044649.0,107044650.0,PRKAR2B,2f957f7a,K562,-0.06591455,0.02543142,True,1.0,0.45,0.7,0.95,1.0,64854.0,1,20,5.90902,0.867609,82,1079.225616,0,1335.972571,1784822.71,34.91651736,0.005483
chr11,356034,356520,IFITM1|chr11:356034-356520:.,chr11,313506.0,313507.0,IFITM1,ebda246b,K562,-0.438578827,1.73e-62,True,1.0,0.55,0.9,1.0,1.0,42129.0,2,13,11.258399,0.646545,264,1092.09188,0,5178.330736,26815109.21,126.751548,0.03827
chr4,110248743,110249243,ELOVL6|chr4:111169899-111170399:.,chr4,110199198.0,110199199.0,ELOVL6,2f957f7a,K562,-0.088830141,0.000216,True,0.95,0.4,0.95,0.9,1.0,50317.0,1,4,8.047438,0.846681,62,51.14535,0,715.051527,511298.6863,64.76125836,0.008012
chr2,227450914,227451700,AGFG1|chr2:228315630-228316416:.,chr2,227472152.0,227472153.0,AGFG1,2f957f7a,K562,-0.041671604,0.00024,True,0.85,0.05,0.15,0.3,1.0,20709.0,1,4,13.499772,0.538687,0,0.0,0,1979.095407,3916818.63,182.2438441,0.080346
chr6,16224139,16225317,GMPR|chr6:16224370-16225548:.,chr6,16238580.0,16238581.0,GMPR,2f957f7a,K562,-0.070571276,0.01478549,True,1.0,0.65,0.8,0.9,1.0,13957.0,1,5,5.071901,0.720047,87,167.025587,0,2515.75844,6329040.528,25.72417975,0.011172
chr5,145854297,145855550,PRELID2|chr5:145233860-145235113:.,chr5,145835368.0,145835369.0,PRELID2,2f957f7a,K562,-0.083353536,1.49e-05,True,0.9,0.3,0.55,0.75,1.0,19465.0,1,3,17.249668,0.77521,0,0.0,0,2930.219242,8586184.806,297.5510461,0.132022
